   14.48  222.20   21.50     221.38   2.77   0.2968   0.1161 1 0 .100E+01
   14.61  224.20   21.62       0.29   1.04   0.9603   0.0230 2 0 .000E+00
   15.09  230.65   22.02     221.16   1.11   0.2613   0.0593 2 0 .100E+01
    7.44  253.37    9.81     204.22   4.39   0.3208   0.1047 1 0 .100E+01
    8.45  243.28   11.77     234.70   1.53   0.3411   0.0701 1 0 .100E+01
    7.97  241.76   11.17     212.65   3.33   0.1983   0.0306 0 0 .993E+00
    8.97  228.35   13.16     232.21   4.22   0.2958   0.1042 1 0 .100E+01
   10.24  219.13   15.25     221.77   4.27   0.1541   0.0212 0 0 .996E+00
    6.11  255.12    7.98     217.29   3.96   0.1884   0.1276 1 0 .100E+01
    6.46  250.39    8.67     228.00   3.70   0.4041   0.1226 1 0 .100E+01
    7.89  237.80   11.23     216.63   3.27   0.3827   0.0757 1 0 .100E+01
    8.48  224.81   12.55     220.62   3.15   0.1632   0.1014 1 0 .100E+01
   15.16  201.59   22.33     111.01   2.05   0.8883   0.0269 1 0 .000E+00
   14.12  201.61   20.80     216.41   3.34   0.3011   0.0888 1 0 .100E+01
   14.10  202.69   20.81     217.26   3.91   0.3289   0.1098 1 0 .100E+01
   14.32  206.73   21.27     223.97   0.71   0.3295   0.0344 2 0 .100E+01
   10.84  213.60   16.18      68.33   1.38   0.9510   0.0231 1 0 .000E+00
   11.51  218.08   17.16     227.59   1.42   0.4167   0.0465 2 0 .100E+01
   16.89  202.59   24.93      61.38   0.76   0.9970   0.0181 2 0 .000E+00
   15.27  210.44   22.77     159.44   0.91   0.8839   0.0324 2 0 .271E-22
   14.72  208.51   21.92     271.79   1.16   0.8866   0.0339 2 0 .241E-14
   13.37  210.98   19.93     226.86   3.50   0.2476   0.1023 1 0 .100E+01
   13.85  215.69   20.67     211.23   1.41   0.4131   0.0443 1 0 .100E+01
   12.38  226.64   18.24     224.89   0.65   0.4386   0.0310 2 0 .100E+01
    6.30  228.54    9.24      21.58   0.88   0.9627   0.0281 1 0 .000E+00
    7.48  220.72   11.13     218.87   4.36   0.2645   0.1502 1 0 .100E+01
    8.00  211.76   11.93     102.10   1.49   0.9406   0.0796 1 0 .000E+00
    8.71  209.69   12.97     224.03   4.35   0.2817   0.1249 1 0 .100E+01
    9.47  207.81   14.09      65.94   3.86   0.6185   0.1886 1 0 .000E+00
    3.90  248.36    5.30     221.00   1.24   0.4013   0.0678 1 0 .100E+01
    5.38  237.28    7.69     224.99   3.36   0.4895   0.1544 1 0 .100E+01
    5.65  228.37    8.29     218.10   0.72   0.3833   0.0232 1 0 .100E+01
    5.74  223.02    8.50     227.05   4.34   0.3682   0.1369 1 0 .100E+01
    8.19  206.69   12.17     219.15   0.62   0.4769   0.0361 1 0 .100E+01
   13.29  181.77   18.19     343.05   1.61   0.9108   0.0348 1 0 .000E+00
   13.08  177.15   17.47     140.47   1.37   0.9772   0.0545 1 0 .350E-34
   12.70  181.31   17.35     222.55   0.89   0.3248   0.0455 1 0 .100E+01
   11.66  185.96   16.30     224.44   1.74   0.4394   0.0638 2 0 .100E+01
   11.22  187.53   15.78     227.68   1.07   0.3992   0.0510 1 0 .100E+01
   10.77  190.33   15.32     220.62   3.13   0.4249   0.1612 1 0 .100E+01
   10.12  201.21   14.89      67.32   1.05   0.7402   0.0534 1 0 .000E+00
   14.51  182.57   19.95      59.09   1.71   0.9384   0.0237 1 0 .000E+00
   13.79  187.21   19.37     107.29   1.69   0.8704   0.0679 1 0 .000E+00
   12.40  187.69   17.46     215.87   1.54   0.4428   0.0908 1 0 .100E+01
   12.28  195.82   17.83      54.88   0.44   0.8877   0.0232 2 0 .000E+00
   11.13  201.89   16.41     229.79   4.09   0.3774   0.1236 1 0 .100E+01
    3.65  225.22    5.39     228.68   1.25   0.5076   0.0545 1 0 .100E+01
    4.20  210.47    6.26     221.66   4.86   0.2970   0.1245 1 0 .100E+01
    5.11  203.76    7.56     216.99   1.10   0.3769   0.0497 1 0 .100E+01
